total_time,timedelta,Battleship.x,Battleship.y,Battleship.angle,Battleship.current_speed,Battleship.collision_warning,Battleship.collision_event,Battleship.Engine.desired_speed
5.172255067620426,0.06440589996054769,254.86004948511334,254.86004948511334,315.0,15,True,False,15
5.2323151676682755,0.06006010004784912,255.49708304545197,255.49708304545197,315.0,15,True,False,15
5.290889867581427,0.05857469991315156,256.1183615581703,256.1183615581703,315.0,15,True,False,15
5.354597967583686,0.06370810000225902,256.79408800109195,256.79408800109195,315.0,15,True,False,15
5.41653476760257,0.06193680001888424,257.45102697056717,257.45102697056717,315.0,15,True,False,15
5.4807446675840765,0.06420989998150617,258.1320758060107,258.1320758060107,315.0,15,True,False,15
5.5445305675966665,0.06378590001258999,258.8086274426555,258.8086274426555,315.0,15,True,False,15
5.6028850675793365,0.05835449998266995,259.42757038241297,259.42757038241297,315.0,15,True,False,15
5.664437167579308,0.06155209999997169,260.0804289920068,260.0804289920068,315.0,15,True,False,15
5.726885967655107,0.06244880007579923,260.7427985421652,260.7427985421652,315.0,15,True,False,15
5.78545556764584,0.05856959999073297,261.36402296203767,261.36402296203767,315.0,15,True,False,15
5.844049867591821,0.05859429994598031,261.9855093644979,261.9855093644979,315.0,15,True,False,15
5.917916467646137,0.07386660005431622,262.7689829715219,262.7689829715219,315.0,15,True,False,15
5.977615567622706,0.059699099976569414,263.4021875478844,263.4021875478844,315.0,15,True,False,15
6.049563167616725,0.07194759999401867,264.1653070855724,264.1653070855724,315.0,15,True,False,15
6.122921401052736,0.07335823343601078,264.94338865034945,264.94338865034945,315.0,15,True,False,15
6.182318801060319,0.0593974000075832,265.57339321530264,265.57339321530264,315.0,15,True,False,15
6.24091870104894,0.05859989998862147,266.1949390151848,266.1949390151848,315.0,15,True,False,15
6.29868930100929,0.0577705999603495,266.80768875996245,266.80768875996245,315.0,15,True,False,15
6.367605901090428,0.06891660008113831,267.53865968876784,267.53865968876784,315.0,15,True,False,15
6.425311101018451,0.05770519992802292,268.1507157614503,268.1507157614503,315.0,15,True,False,15
6.4860293010715395,0.06071820005308837,268.794729526435,268.794729526435,315.0,15,True,False,15
6.545968201011419,0.059938899939879775,269.43047756550027,269.43047756550027,315.0,15,True,False,15
6.6149134010775015,0.06894520006608218,270.16175184295514,270.16175184295514,315.0,15,True,False,15
6.681901734438725,0.06698833336122334,270.8722704146567,270.8722704146567,315.0,15,True,False,15
6.743562834453769,0.06166110001504421,271.5262851439976,271.5262851439976,315.0,15,True,False,15
6.803186434437521,0.059623599983751774,272.15868892200655,272.15868892200655,315.0,15,True,False,15
6.8610310344956815,0.05784460005816072,272.77222355634876,272.77222355634876,315.0,15,True,False,15
6.933614834444597,0.07258379994891584,273.5420910135713,273.5420910135713,315.0,15,True,False,15
6.998209934448823,0.06459510000422597,274.22722551223745,274.22722551223745,315.0,15,True,False,15
7.0580113345058635,0.059801400057040155,274.8615151448092,274.8615151448092,315.0,15,True,False,15
7.124687334522605,0.06667600001674145,275.56872092112263,275.56872092112263,315.0,15,True,False,15
7.197498467867263,0.07281113334465772,276.3409996131309,276.3409996131309,315.0,15,True,False,15
7.261180067900568,0.06368160003330559,277.01644498143634,277.01644498143634,315.0,15,True,False,15
7.319409167859703,0.058229099959135056,277.63405785308873,277.63405785308873,315.0,15,True,False,15
7.39271476783324,0.07330559997353703,278.41158115569226,278.41158115569226,315.0,15,True,False,15
7.454276867909357,0.06156210007611662,279.06454583211087,279.06454583211087,315.0,15,True,False,15
7.512975167832337,0.05869829992298037,279.6871353209058,279.6871353209058,315.0,15,True,False,15
7.573276467854157,0.06030130002181977,280.3267271933027,280.3267271933027,315.0,15,True,False,15
7.632949467864819,0.05967300001066178,280.95965493772195,280.95965493772195,315.0,15,True,False,15
7.691675167880021,0.058725700015202165,281.5825350483821,281.5825350483821,315.0,15,True,False,15
7.749560367898084,0.05788520001806319,282.1965003103288,282.1965003103288,315.0,15,True,False,15
7.811411667848006,0.06185129994992167,282.8525324146257,282.8525324146257,315.0,15,True,False,15
7.870167267858051,0.05875560001004487,283.47572966262254,283.47572966262254,315.0,15,True,False,15
7.928287167917006,0.058119900058954954,284.0921842944261,284.0921842944261,315.0,15,True,False,15
7.9884241678519174,0.06013699993491173,284.73003350123895,284.73003350123895,315.0,15,True,False,15
8.051284167915583,0.06286000006366521,285.396764485895,285.396764485895,315.0,15,True,False,15
8.11879696790129,0.0675127999857068,286.1128458661968,286.1128458661968,315.0,15,True,False,15
8.18910630128812,0.07030933338683099,286.8585889624748,286.8585889624748,315.0,15,True,False,15
8.247248901287094,0.05814259999897331,287.4752843635012,287.4752843635012,315.0,15,True,False,15
8.309724301332608,0.06247540004551411,288.1379360489441,288.1379360489441,315.0,15,True,False,15
8.366563901305199,0.056839599972590804,288.7408110476523,288.7408110476523,315.0,15,True,False,15
8.427189401350915,0.06062550004571676,289.3838415805796,289.3838415805796,315.0,15,True,False,15
8.49366660125088,0.06647719989996403,290.088938763233,290.088938763233,315.0,15,True,False,15
8.556526601314545,0.06286000006366521,290.088938763233,290.088938763233,315.0,0,True,True,15
